Last_Name,First_Name,Middle_Name,Suffix,Birth_Month,Birth_Day,Birth_Year,Birth_City,Birth_State,Death_Month,Death_Day,Death_Year,Death_City,Death_State,Gender,Race_or_Ethnicity,Court_Type_1,Court_Name_1,Appointment_Title_1,Appointing_President_1,Party_of_Appointing_President_1,ABA_Rating_1,Recess_Appointment_Date_1,Nomination_Date_1,Committee_Referral_Date_1,Hearing_Date_1,Judiciary_Committee_Action_1,Committee_Action_Date_1,Senate_Vote_Type_1,Ayes_n_Nays_1,Confirmation_Date_1,Commission_Date_1,Senior_Status_Date_1,Termination_1,Termination_Date_1,School_1,Degree_1,Degree_Year_1,School_2,Degree_2,Degree_Year_2,School_3,Degree_3,Degree_Year_3,School_4,Degree_4,Degree_Year_4,School_5,Degree_5,Degree_Year_5,Birth_Date,Death_Date,Full_Name,Appointing_President_Num_1,Appointing_President_State_1,Court_Circuit_1,Court_Abbrev_Bluebook_1,Court_Abbrev_Website_1,Court_State_1,Court_Code,Vacancy_Reason,Filings_Per_Seat_Weighted,Filings_Per_Panel_Adjusted,Vacancy_Date,Vacancy_Duration_ATSCRAPE,Seat_Code_1,Other_Nomination,Other_Rejection,Confirmation_Duration_Total,Service_Duration_1,Service_Duration_2,Appointment_Age_1,Appointment_Age_Earliest
Daniels,George,B., ,9,30,1953,Allendale,SC,9,30,1677, , ,Male,AfriAmerican,U.S. District Court,U.S. District Court for the Southern District of New York,Judge,William J. Clinton,Democratic,Well Qualified,,1999-08-05,1999-08-06,1999-11-10,Reported (favorably),1999-11-17,Roll Call, 98/0,2000-02-24,2000-03-09,,,,Yale University,B.A.,1975-01-01,"University of California, Berkeley, Boalt Hall School of Law",J.D.,1978-01-01,,,,,,,,,,1953-09-30,1677-09-30,George B. Daniels,42,AK,2,S.D.N.Y.,02 - NY-S,NY,,,,,,,02-NY-S-13,,,203 days 00:00:00.000000000,,,45.84625283202256,45.84625283202256
McMahon,Colleen, , ,9,30,1951,Columbus,OH,9,30,1677, , ,Female,White,U.S. District Court,U.S. District Court for the Southern District of New York,Judge,William J. Clinton,Democratic,Well Qualified,,1998-05-21,1998-05-21,1998-07-30,Reported (favorably),1998-09-17,Voice,  ,1998-10-21,1998-10-22,,,,Ohio State University,B.A.,1973-01-01,Harvard Law School,J.D.,1976-01-01,,,,,,,,,,1951-09-30,1677-09-30,Colleen McMahon,42,AK,2,S.D.N.Y.,02 - NY-S,NY,,,,,,,02-NY-S-19,,,153 days 00:00:00.000000000,,,46.64024586404923,46.64024586404923
Swain,Laura,Taylor, ,9,30,1958,Brooklyn,NY,9,30,1677, , ,Female,AfriAmerican,U.S. District Court,U.S. District Court for the Southern District of New York,Judge,William J. Clinton,Democratic,Qualified,,2000-04-25,2000-04-25,2000-05-25,Reported (favorably),2000-06-15,Voice,  ,2000-06-16,2000-07-11,,,,Radcliffe College,A.B.,1979-01-01,Harvard Law School,J.D.,1982-01-01,,,,,,,,,,1958-09-30,1677-09-30,Laura Taylor Swain,42,AK,2,S.D.N.Y.,02 - NY-S,NY,,,,,,,02-NY-S-28,,,52 days 00:00:00.000000000,,,41.56964208710651,41.56964208710651
Broderick,Vernon,Speede, ,9,30,1963,New York,NY,9,30,1677, , ,Male,AfriAmerican/Hispanic,U.S. District Court,U.S. District Court for the Southern District of New York,Judge,Barack Obama,Democratic,Well Qualified,,2013-04-15,2013-04-15,2013-05-23,Reported (favorably),2013-06-13,Voice,  ,2013-09-09,2013-09-10,,,,Yale University,B.A.,1985-01-01,Harvard Law School,J.D.,1988-01-01,,,,,,,,,,1963-09-30,1677-09-30,Vernon Speede Broderick,44,IL,2,S.D.N.Y.,02 - NY-S,NY,,,,,,,02-NY-S-02,,,147 days 00:00:00.000000000,,,49.542427291457045,49.542427291457045
Carter,Andrew,Lamar,Jr.,9,30,1969,Albany,GA,9,30,1677, , ,Male,AfriAmerican,U.S. District Court,U.S. District Court for the Southern District of New York,Judge,Barack Obama,Democratic,Qualified,,2011-05-19,2011-05-19,2011-07-27,Reported (favorably),2011-09-15,Voice,  ,2011-12-05,2011-12-08,,,,University of Texas,B.A.,1991-01-01,Harvard Law School,J.D.,1994-01-01,,,,,,,,,,1969-09-30,1677-09-30,"Andrew Lamar Carter, Jr.",44,IL,2,S.D.N.Y.,02 - NY-S,NY,,,,,,,02-NY-S-03,,,200 days 00:00:00.000000000,,,41.63261394826725,41.63261394826725
Ramos,Edgardo, , ,9,30,1960,Ponce,Puerto Rico,9,30,1677, , ,Male,Hispanic,U.S. District Court,U.S. District Court for the Southern District of New York,Judge,Barack Obama,Democratic,Well Qualified,,2011-05-04,2011-05-04,2011-07-27,Reported (favorably),2011-09-15,Roll Call, 89/0,2011-12-05,2011-12-06,,,,Yale College,B.A.,1982-01-01,Harvard Law School,J.D.,1987-01-01,,,,,,,,,,1960-09-30,1677-09-30,Edgardo Ramos,44,IL,2,S.D.N.Y.,02 - NY-S,NY,,,,,,,02-NY-S-04,,,215 days 00:00:00.000000000,,,50.59104567513364,50.59104567513364
Briccetti,Vincent,Louis, ,9,30,1954,Mt. Kisco,NY,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the Southern District of New York,Judge,Barack Obama,Democratic,Well Qualified,,2011-01-05,2011-01-05,2011-02-16,Reported (favorably),2011-03-10,Voice,  ,2011-04-12,2011-04-14,,,,Columbia University,B.A.,1976-01-01,Fordham University School of Law,J.D.,1980-01-01,,,,,,,,,,1954-09-30,1677-09-30,Vincent Louis Briccetti,44,IL,2,S.D.N.Y.,02 - NY-S,NY,,,,,,,02-NY-S-05,"['Nominated to U.S. District Court for the Southern District of New York, November 17, 2010']",[],97 days 00:00:00.000000000,,,56.26672690062082,56.26672690062082
Engelmayer,Paul,Adam, ,9,30,1961,New York,NY,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the Southern District of New York,Judge,Barack Obama,Democratic,Well Qualified,,2011-02-02,2011-02-02,2011-03-16,Reported (favorably),2011-04-07,Roll Call, 98/0,2011-07-26,2011-07-27,,,,Harvard College,B.A.,1983-01-01,Harvard Law School,J.D.,1987-01-01,,,,,,,,,,1961-09-30,1677-09-30,Paul Adam Engelmayer,44,IL,2,S.D.N.Y.,02 - NY-S,NY,,,,,,,02-NY-S-06,,,174 days 00:00:00.000000000,,,49.342560079946885,49.342560079946885
Furman,Jesse,Matthew, ,9,30,1972,New York,NY,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the Southern District of New York,Judge,Barack Obama,Democratic,Qualified,,2011-06-07,2011-06-07,2011-07-27,Reported (favorably),2011-09-15,Roll Call, 62/34,2012-02-17,2012-02-17,,,,Harvard University,B.A.,1994-01-01,Yale Law School,J.D.,1998-01-01,,,,,,,,,,1972-09-30,1677-09-30,Jesse Matthew Furman,44,IL,2,S.D.N.Y.,02 - NY-S,NY,,,,,,,02-NY-S-08,,,255 days 00:00:00.000000000,,,38.68388810174062,38.68388810174062
Caproni,Valerie,Elaine, ,9,30,1955,Lee County,AL,9,30,1677, , ,Female,White,U.S. District Court,U.S. District Court for the Southern District of New York,Judge,Barack Obama,Democratic,Well Qualified,,2013-01-04,2013-01-04,2013-05-23,Reported (favorably),2013-06-13,Roll Call, 73/24,2013-09-09,2013-12-02,,,,Newcomb College Institute of Tulane University,B.A.,1976-01-01,University of Georgia School of Law,J.D.,1979-01-01,,,,,,,,,,1955-09-30,1677-09-30,Valerie Elaine Caproni,44,IL,2,S.D.N.Y.,02 - NY-S,NY,,,,,,,02-NY-S-10,"['Nominated to U.S. District Court for the Southern District of New York, November 14, 2012']",[],248 days 00:00:00.000000000,,,57.266062958171624,57.266062958171624
Failla,Katherine,Polk, ,9,30,1969,Edison,NJ,9,30,1677, , ,Female,White,U.S. District Court,U.S. District Court for the Southern District of New York,Judge,Barack Obama,Democratic,Well Qualified,,2013-01-04,2013-01-04,,Reported (favorably),2013-02-14,Roll Call, 91/0,2013-03-04,2013-03-05,,,,College of William and Mary,B.A.,1990-01-01,Harvard Law School,J.D.,1993-01-01,,,,,,,,,,1969-09-30,1677-09-30,Katherine Polk Failla,44,IL,2,S.D.N.Y.,02 - NY-S,NY,,,,,,,02-NY-S-15,"['Nominated to U.S. District Court for the Southern District of New York, June 25, 2012']",[],59 days 00:00:00.000000000,,,43.264406524432395,43.264406524432395
Torres,Analisa,Nadine, ,9,30,1959,New York,NY,9,30,1677, , ,Female,AfriAmerican/Hispanic,U.S. District Court,U.S. District Court for the Southern District of New York,Judge,Barack Obama,Democratic,Qualified,,2013-01-04,2013-01-04,2013-01-23,Reported (favorably),2013-02-14,Voice,  ,2013-04-18,2013-04-23,,,,Harvard University,A.B.,1981-01-01,Columbia Law School,J.D.,1984-01-01,,,,,,,,,,1959-09-30,1677-09-30,Analisa Nadine Torres,44,IL,2,S.D.N.Y.,02 - NY-S,NY,,,,,,,02-NY-S-17,"['Nominated to U.S. District Court for the Southern District of New York, November 14, 2012']",[],104 days 00:00:00.000000000,,,53.26598082096142,53.26598082096142
Woods,Gregory,Howard,III,9,30,1969,Lewes,DE,9,30,1677, , ,Male,AfriAmerican,U.S. District Court,U.S. District Court for the Southern District of New York,Judge,Barack Obama,Democratic,Qualified,,2013-05-09,2013-05-09,2013-07-10,Reported (favorably),2013-08-01,Voice,  ,2013-11-04,2013-11-18,,,,Williams College,B.A.,1991-01-01,Yale Law School,J.D.,1995-01-01,,,,,,,,,,1969-09-30,1677-09-30,"Gregory Howard Woods, III",44,IL,2,S.D.N.Y.,02 - NY-S,NY,,,,,,,02-NY-S-20,,,179 days 00:00:00.000000000,,,43.60664490030596,43.60664490030596
Nathan,Alison,Julie, ,9,30,1972,Philadelphia,PA,9,30,1677, , ,Female,White,U.S. District Court,U.S. District Court for the Southern District of New York,Judge,Barack Obama,Democratic,Qualified,,2011-03-31,2011-03-31,2011-06-08,Reported (favorably),2011-07-14,Roll Call, 48/44,2011-10-13,2011-10-17,,,,Cornell University,B.A.,1994-01-01,Cornell Law School,J.D.,2000-01-01,,,,,,,,,,1972-09-30,1677-09-30,Alison Julie Nathan,44,IL,2,S.D.N.Y.,02 - NY-S,NY,,,,,,,02-NY-S-21,,,196 days 00:00:00.000000000,,,38.4977104252654,38.4977104252654
RomÃ¡n,Nelson,Stephen, ,9,30,1960,New York,NY,9,30,1677, , ,Male,Hispanic,U.S. District Court,U.S. District Court for the Southern District of New York,Judge,Barack Obama,Democratic,Well Qualified,,2013-01-04,2013-01-04,2013-01-23,Reported (favorably),2013-02-28,Roll Call, 97/0,2013-05-09,2013-05-13,,,,Fordham University,B.A.,1984-01-01,Brooklyn Law School,J.D.,1989-01-01,,,,,,,,,,1960-09-30,1677-09-30,Nelson Stephen RomÃ¡n,44,IL,2,S.D.N.Y.,02 - NY-S,NY,,,,,,,02-NY-S-23,"['Nominated to U.S. District Court for the Southern District of New York, September 20, 2012']",[],125 days 00:00:00.000000000,,,52.26390685640362,52.26390685640362
Schofield,Lorna,Gail, ,9,30,1956,Fort Wayne,IN,9,30,1677, , ,Female,Asian American,U.S. District Court,U.S. District Court for the Southern District of New York,Judge,Barack Obama,Democratic,Well Qualified,,2012-04-25,2012-04-25,2012-06-06,Reported (favorably),2012-07-12,Roll Call, 91/0,2012-12-13,2012-12-13,,,,Indiana University,B.A.,1977-01-01,New York University School of Law,J.D.,1981-01-01,,,,,,,,,,1956-09-30,1677-09-30,Lorna Gail Schofield,44,IL,2,S.D.N.Y.,02 - NY-S,NY,,,,,,,02-NY-S-26,,,232 days 00:00:00.000000000,,,55.56856061383875,55.56856061383875
Abrams,Ronnie, , ,9,30,1968,New York,NY,9,30,1677, , ,Female,White,U.S. District Court,U.S. District Court for the Southern District of New York,Judge,Barack Obama,Democratic,Qualified,,2011-07-28,2011-07-28,2011-10-04,Reported (favorably),2011-11-03,Roll Call, 96/2,2012-03-22,2012-03-23,,,,Cornell University,B.A.,1990-01-01,Yale Law School,J.D.,1993-01-01,,,,,,,,,,1968-09-30,1677-09-30,Ronnie Abrams,44,IL,2,S.D.N.Y.,02 - NY-S,NY,,,,,,,02-NY-S-27,,,238 days 00:00:00.000000000,,,42.82360349630725,42.82360349630725
Oetken,James,Paul, ,9,30,1965,Louisville,KY,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the Southern District of New York,Judge,Barack Obama,Democratic,Qualified,,2011-01-26,2011-01-26,2011-03-16,Reported (favorably),2011-04-07,Roll Call, 80/13,2011-07-18,2011-07-20,,,,University of Iowa,B.A.,1988-01-01,Yale Law School,J.D.,1991-01-01,,,,,,,,,,1965-09-30,1677-09-30,James Paul Oetken,44,IL,2,S.D.N.Y.,02 - NY-S,NY,,,,,,,02-NY-S-29,,,173 days 00:00:00.000000000,,,45.32331259368775,45.32331259368775
Rosenthal,Lee,Hyman, ,9,30,1952,Richmond,IN,9,30,1677, , ,Female,White,U.S. District Court,U.S. District Court for the Southern District of Texas,Judge,George H.W. Bush,Republican,Well Qualified,,1992-03-20,1992-03-20,1992-04-29,Reported (favorably),1992-05-07,Voice,  ,1992-05-12,1992-05-13,,,,University of Chicago,B.A.,1974-01-01,University of Chicago Law School,J.D.,1977-01-01,,,,,,,,,,1952-09-30,1677-09-30,Lee Hyman Rosenthal,41,TX,5,S.D. Tex.,05 - TX-S,TX,,,,,,,05-TX-S-15,,,53 days 00:00:00.000000000,,,39.469667412746325,39.469667412746325
Hanen,Andrew,S., ,9,30,1953,Elgin,IL,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the Southern District of Texas,Judge,George W. Bush,Republican,Well Qualified,,2002-01-23,2002-01-23,2002-04-25,Reported (favorably),2002-05-02,Roll Call, 97/0,2002-05-09,2002-05-10,,,,Denison University,B.A.,1975-01-01,Baylor University School of Law,J.D.,1978-01-01,,,,,,,,,,1953-09-30,1677-09-30,Andrew S. Hanen,43,TX,5,S.D. Tex.,05 - TX-S,TX,,,,,,,05-TX-S-04,"['Nominated to U.S. District Court for the Southern District of Texas, March 20, 1992']",[],106 days 00:00:00.000000000,,,48.315844952326195,48.315844952326195
Alvarez,Micaela, , ,9,30,1958,Donna,TX,9,30,1677, , ,Female,Hispanic,U.S. District Court,U.S. District Court for the Southern District of Texas,Judge,George W. Bush,Republican,Qualified,,2004-06-16,2004-06-16,2004-09-08,Reported (favorably),2004-09-30,Voice,  ,2004-11-20,2004-12-13,,,,University of Texas,B.S.,1980-01-01,University of Texas School of Law,J.D.,1989-01-01,,,,,,,,,,1958-09-30,1677-09-30,Micaela Alvarez,43,TX,5,S.D. Tex.,05 - TX-S,TX,,,,,,,05-TX-S-09,,,157 days 00:00:00.000000000,,,45.712095388680126,45.712095388680126
Crane,Randy, , ,9,30,1965,Houston,TX,9,30,1677, , ,Male,Hispanic,U.S. District Court,U.S. District Court for the Southern District of Texas,Judge,George W. Bush,Republican,Qualified,,2001-09-21,2001-09-21,2002-02-26,Reported (favorably),2002-03-07,Voice,  ,2002-03-18,2002-03-19,,,,University of Texas,B.A.,1985-01-01,University of Texas School of Law,J.D.,1987-01-01,,,,,,,,,,1965-09-30,1677-09-30,Randy Crane,43,TX,5,S.D. Tex.,05 - TX-S,TX,,,,,,,05-TX-S-19,,,178 days 00:00:00.000000000,,,35.97609807182899,35.97609807182899
Lake,Simeon,Timothy,III,9,30,1944,Chicago,IL,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the Southern District of Texas,Judge,Ronald Reagan,Republican,Well Qualified,,1988-03-30,1988-03-30,1988-05-16,Reported (favorably),1988-08-04,Voice,  ,1988-08-11,1988-08-12,,,,Texas A & M University,B.A.,1966-01-01,University of Texas School of Law,J.D.,1969-01-01,,,,,,,,,,1944-09-30,1677-09-30,"Simeon Timothy Lake, III",40,CA,5,S.D. Tex.,05 - TX-S,TX,,,,,,,05-TX-S-02,,,134 days 00:00:00.000000000,,,43.49712862002642,43.49712862002642
Hughes,Lynn,Nettleton, ,9,30,1941,Houston,TX,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the Southern District of Texas,Judge,Ronald Reagan,Republican,Well Qualified,,1985-10-16,1985-10-16,1985-11-06,Reported (favorably),1985-11-14,Voice,  ,1985-12-16,1985-12-17,,,,University of Alabama,B.A.,1963-01-01,University of Texas School of Law,J.D.,1966-01-01,University of Virginia School of Law,LL.M.,1992-01-01,,,,,,,1941-09-30,1677-09-30,Lynn Nettleton Hughes,40,CA,5,S.D. Tex.,05 - TX-S,TX,,,,,,,05-TX-S-03,,,61 days 00:00:00.000000000,,,44.04471002142412,44.04471002142412
Hinojosa,Ricardo,H., ,9,30,1950,Rio Grande City,TX,9,30,1677, , ,Male,Hispanic,U.S. District Court,U.S. District Court for the Southern District of Texas,Judge,Ronald Reagan,Republican,Qualified,,1983-04-12,1983-04-12,1983-04-27,Reported (favorably),1983-05-03,Voice,  ,1983-05-04,1983-05-05,,,,University of Texas,B.A.,1972-01-01,Harvard Law School,J.D.,1975-01-01,,,,,,,,,,1950-09-30,1677-09-30,Ricardo H. Hinojosa,40,CA,5,S.D. Tex.,05 - TX-S,TX,,,,,,,05-TX-S-07,,,22 days 00:00:00.000000000,,,32.531811057037444,32.531811057037444
Ellison,Keith,P., ,9,30,1950,New Orleans,LA,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the Southern District of Texas,Judge,William J. Clinton,Democratic,Qualified,,1999-01-26,1999-01-26,1999-06-16,Reported (favorably),1999-06-24,Roll Call, 94/4,1999-06-30,1999-07-07,,,,Harvard University,B.A.,1972-01-01,University of Oxford,B.A.,1974-01-01,Yale Law School,J.D.,1976-01-01,,,,,,,1950-09-30,1677-09-30,Keith P. Ellison,42,AK,5,S.D. Tex.,05 - TX-S,TX,,,,,,,05-TX-S-11,,,155 days 00:00:00.000000000,,,48.32405867334716,48.32405867334716
Gilmore,Vanessa,D., ,9,30,1956,St. Albans,NY,9,30,1677, , ,Female,AfriAmerican,U.S. District Court,U.S. District Court for the Southern District of Texas,Judge,William J. Clinton,Democratic,Qualified,,1994-03-22,1994-03-22,1994-05-12,Reported (favorably),1994-05-25,Voice,  ,1994-06-08,1994-06-09,,,,Hampton University,B.S.,1977-01-01,University of Houston Law Center,J.D.,1981-01-01,,,,,,,,,,1956-09-30,1677-09-30,Vanessa D. Gilmore,42,AK,5,S.D. Tex.,05 - TX-S,TX,,,,,,,05-TX-S-17,,,78 days 00:00:00.000000000,,,37.4737332046517,37.4737332046517
Bennett,Alfred,Homer, ,9,30,1965,Ennis,TX,9,30,1677, , ,Male,AfriAmerican,U.S. District Court,U.S. District Court for the Southern District of Texas,Judge,Barack Obama,Democratic,Qualified,,2015-01-07,2015-01-07,2015-01-21,Reported (favorably),2015-02-26,Roll Call, 95/0,2015-04-13,2015-04-15,,,,University of Houston,B.S.,1988-01-01,University of Texas School of Law,J.D.,1991-01-01,,,,,,,,,,1965-09-30,1677-09-30,Alfred Homer Bennett,44,IL,5,S.D. Tex.,05 - TX-S,TX,,,,,,,05-TX-S-01,"['Nominated to U.S. District Court for the Southern District of Texas, September 18, 2014']",[],96 days 00:00:00.000000000,,,49.27137449776518,49.27137449776518
Garcia Marmolejo,Marina, , ,9,30,1971,Nuevo Laredo,Mexico,9,30,1677, , ,Female,Hispanic,U.S. District Court,U.S. District Court for the Southern District of Texas,Judge,Barack Obama,Democratic,Qualified,,2011-01-05,2011-01-05,2011-05-24,Reported (favorably),2011-06-16,Voice,  ,2011-10-03,2011-10-04,,,,University of the Incarnate Word,B.A.,1992-01-01,"St. Mary`s University, Texas",M.A.,1996-01-01,"St. Mary`s University School of Law, Texas",J.D.,1996-01-01,,,,,,,1971-09-30,1677-09-30,Marina Garcia Marmolejo,44,IL,5,S.D. Tex.,05 - TX-S,TX,,,,,,,05-TX-S-05,"['Nominated to U.S. District Court for the Southern District of Texas, July 28, 2010']",[],271 days 00:00:00.000000000,,,39.26706229422918,39.26706229422918
Ramos,Nelva,Gonzales, ,9,30,1965,Port Lavaca,TX,9,30,1677, , ,Female,Hispanic,U.S. District Court,U.S. District Court for the Southern District of Texas,Judge,Barack Obama,Democratic,Qualified,,2011-01-26,2011-01-26,2011-04-13,Reported (favorably),2011-05-12,Voice,  ,2011-08-02,2011-08-04,,,,Southwest Texas State University (now Texas State University),B.S.,1987-01-01,University of Texas School of Law,J.D.,1991-01-01,,,,,,,,,,1965-09-30,1677-09-30,Nelva Gonzales Ramos,44,IL,5,S.D. Tex.,05 - TX-S,TX,,,,,,,05-TX-S-08,,,188 days 00:00:00.000000000,,,45.32331259368775,45.32331259368775
Hanks,George,Carol,Jr.,9,30,1965,Breaux Bridge,LA,9,30,1677, , ,Male,AfriAmerican,U.S. District Court,U.S. District Court for the Southern District of Texas,Judge,Barack Obama,Democratic,Well Qualified,,2015-01-07,2015-01-07,2015-01-21,Reported (favorably),2015-02-26,Roll Call, 91/0,2015-04-20,2015-04-22,,,,Louisiana State University,B.A.,1986-01-01,Harvard Law School,J.D.,1989-01-01,Duke University School of Law,"LL.M., judicial studies",2014-01-01,,,,,,,1965-09-30,1677-09-30,"George Carol Hanks, Jr.",44,IL,5,S.D. Tex.,05 - TX-S,TX,,,,,,,05-TX-S-10,"['Nominated to U.S. District Court for the Southern District of Texas, September 18, 2014']",[],103 days 00:00:00.000000000,,,49.27137449776518,49.27137449776518
SaldaÃ±a,Diana, , ,9,30,1971,Carrizo Springs,TX,9,30,1677, , ,Female,Hispanic,U.S. District Court,U.S. District Court for the Southern District of Texas,Judge,Barack Obama,Democratic,Well Qualified,,2011-01-05,2011-01-05,,Reported (favorably),2011-02-03,Roll Call, 94/0,2011-02-07,2011-02-09,,,,University of Texas,B.A.,1993-01-01,University of Texas,B.A.,1994-01-01,University of Texas School of Law,J.D.,1997-01-01,,,,,,,1971-09-30,1677-09-30,Diana SaldaÃ±a,44,IL,5,S.D. Tex.,05 - TX-S,TX,,,,,,,05-TX-S-13,"['Nominated to U.S. District Court for the Southern District of Texas, July 14, 2010']",[],33 days 00:00:00.000000000,,,39.26706229422918,39.26706229422918
Olvera,Jose,Rolando,Jr.,9,30,1963,Houston,TX,9,30,1677, , ,Male,Hispanic,U.S. District Court,U.S. District Court for the Southern District of Texas,Judge,Barack Obama,Democratic,Well Qualified,,2015-01-07,2015-01-07,2015-01-21,Reported (favorably),2015-02-26,Roll Call, 100/0,2015-05-21,2015-08-04,,,,Harvard University,B.A.,1985-01-01,University of Texas School of Law,J.D.,1989-01-01,,,,,,,,,,1963-09-30,1677-09-30,"Jose Rolando Olvera, Jr.",44,IL,5,S.D. Tex.,05 - TX-S,TX,,,,,,,05-TX-S-18,"['Nominated to U.S. District Court for the Southern District of Texas, September 18, 2014']",[],134 days 00:00:00.000000000,,,51.27278451987378,51.27278451987378
Rodriguez,Fernando,,Jr.,9,30,1969,Harlingen,TX,9,30,1677,,,Male,Hispanic,U.S. District Court,U.S. District Court for the Southern District of Texas,Judge,Donald J. Trump,Republican,Qualified,,2017-09-07,2017-09-07,2017-11-29,Reported (favorably),2018-01-11,Roll Call, 96/0,2018-06-05,2018-06-12,,,,Yale University,B.A.,1991-01-01,University of Texas School of Law,J.D.,1997-01-01,,,,,,,,,,1969-09-30,1677-09-30,,45,NY,5,S.D. Tex.,05 - TX-S,TX,,,,,,,05-TX-S-12,,,271 days 00:00:00.000000000,,,47.93801378536178,47.93801378536178
Morales,David,Steven,,9,30,1968,Edinburg,TX,9,30,1677,,,Male,Hispanic,U.S. District Court,U.S. District Court for the Southern District of Texas,Judge,Donald J. Trump,Republican,Well Qualified,,2019-01-23,2019-01-23,,Reported (favorably),2019-02-07,Roll Call, 56/41,2019-04-10,2019-04-25,,,,St. Edward`s University,B.B.A.,1990-01-01,"St. Mary`s University School of Law, Texas",J.D.,1994-01-01,,,,,,,,,,1968-09-30,1677-09-30,,45,NY,5,S.D. Tex.,05 - TX-S,TX,,,,,,,05-TX-S-16,"['Nominated to U.S. District Court for the Southern District of Texas, April 12, 2018']",[],77 days 00:00:00.000000000,,,50.31451706742781,50.31451706742781
Peterson,James,Donald, ,9,30,1957,Lake Charles,LA,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the Western District of Wisconsin,Judge,Barack Obama,Democratic,Well Qualified,,2014-01-06,2014-01-06,2014-01-08,Reported (favorably),2014-02-06,Roll Call, 70/24,2014-05-08,2014-05-12,,,,University of Wisconsin,B.S.,1979-01-01,University of Wisconsin,M.A.,1984-01-01,University of Wisconsin,Ph.D.,1986-01-01,University of Wisconsin Law School,J.D.,1998-01-01,,,,1957-09-30,1677-09-30,James Donald Peterson,44,IL,7,W.D. Wis.,07 - IN-W,WI,,,,,,,07-IN-W-01,"['Nominated to U.S. District Court for the Western District of Wisconsin, November 7, 2013']",[],122 days 00:00:00.000000000,,,56.269464807627806,56.269464807627806
Conley,William,Martin, ,9,30,1956,Rice Lake,WI,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the Western District of Wisconsin,Judge,Barack Obama,Democratic,Well Qualified,,2009-10-29,2009-10-29,2009-11-18,Reported (favorably),2009-12-10,Roll Call, 99/0,2010-03-04,2010-03-25,,,,University of Wisconsin,B.A.,1978-01-01,University of Wisconsin Law School,J.D.,1982-01-01,,,,,,,,,,1956-09-30,1677-09-30,William Martin Conley,44,IL,7,W.D. Wis.,07 - IN-W,WI,,,,,,,07-IN-W-02,,,126 days 00:00:00.000000000,,,53.0798031444862,53.0798031444862
Elrod,Jennifer,Walker, ,9,30,1966,Port Arthur,TX,9,30,1677, , ,Female,White,U.S. Court of Appeals,U.S. Court of Appeals for the Fifth Circuit,Judge,George W. Bush,Republican,Qualified,,2007-03-29,2007-03-29,2007-07-19,Reported (favorably),2007-09-20,Voice,  ,2007-10-04,2007-10-19,,,,Baylor University,B.A.,1988-01-01,Harvard Law School,J.D.,1992-01-01,,,,,,,,,,1966-09-30,1677-09-30,Jennifer Walker Elrod,43,TX,5,5th Cir.,05 - CCA,,,,,,,,05-CCA-04,,,189 days 00:00:00.000000000,,,40.49364463336003,40.49364463336003
Haynes,Catharina, , ,9,30,1963,Melbourne,FL,9,30,1677, , ,Female,White,U.S. Court of Appeals,U.S. Court of Appeals for the Fifth Circuit,Judge,George W. Bush,Republican,Well Qualified,,2007-07-17,2007-07-17,2008-02-21,Reported (favorably),2008-04-03,Voice,  ,2008-04-10,2008-04-18,,,,Florida Institute of Technology,B.S.,1983-01-01,Emory University School of Law,J.D.,1986-01-01,,,,,,,,,,1963-09-30,1677-09-30,Catharina Haynes,43,TX,5,5th Cir.,05 - CCA,,,,,,,,05-CCA-10,,,268 days 00:00:00.000000000,,,43.795560483788165,43.795560483788165
Southwick,Leslie, , ,9,30,1950,Edinburg,TX,9,30,1677, , ,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the Fifth Circuit,Judge,George W. Bush,Republican,Well Qualified,,2007-01-09,2007-01-09,2007-05-10,Reported (favorably),2007-08-02,Roll Call, 59/38,2007-10-24,2007-10-29,,,,Rice University,B.A.,1972-01-01,University of Texas School of Law,J.D.,1975-01-01,,,,,,,,,,1950-09-30,1677-09-30,Leslie Southwick,43,TX,5,5th Cir.,05 - CCA,,,,,,,,05-CCA-20,"['Nominated to U.S. District Court for the Southern District of Mississippi, June 6, 2006']",[],288 days 00:00:00.000000000,,,56.27767852864878,56.27767852864878
