Last_Name,First_Name,Middle_Name,Suffix,Birth_Month,Birth_Day,Birth_Year,Birth_City,Birth_State,Death_Month,Death_Day,Death_Year,Death_City,Death_State,Gender,Race_or_Ethnicity,Court_Type_1,Court_Name_1,Appointment_Title_1,Appointing_President_1,Party_of_Appointing_President_1,ABA_Rating_1,Recess_Appointment_Date_1,Nomination_Date_1,Committee_Referral_Date_1,Hearing_Date_1,Judiciary_Committee_Action_1,Committee_Action_Date_1,Senate_Vote_Type_1,Ayes_n_Nays_1,Confirmation_Date_1,Commission_Date_1,Senior_Status_Date_1,Termination_1,Termination_Date_1,School_1,Degree_1,Degree_Year_1,School_2,Degree_2,Degree_Year_2,School_3,Degree_3,Degree_Year_3,School_4,Degree_4,Degree_Year_4,School_5,Degree_5,Degree_Year_5,Birth_Date,Death_Date,Full_Name,Appointing_President_Num_1,Appointing_President_State_1,Court_Circuit_1,Court_Abbrev_Bluebook_1,Court_Abbrev_Website_1,Court_State_1,Court_Code,Vacancy_Reason,Filings_Per_Seat_Weighted,Filings_Per_Panel_Adjusted,Vacancy_Date,Vacancy_Duration_ATSCRAPE,Seat_Code_1,Other_Nomination,Other_Rejection,Confirmation_Duration_Total,Service_Duration_1,Service_Duration_2,Appointment_Age_1,Appointment_Age_Earliest
Bloom,Beth,Francine, ,9,30,1962,Bronx,NY,9,30,1677, , ,Female,White,U.S. District Court,U.S. District Court for the Southern District of Florida,Judge,Barack Obama,Democratic,Qualified,,2014-02-06,2014-02-06,2014-04-01,Reported (favorably),2014-05-08,Roll Call, 95/0,2014-06-24,2014-06-25,,,,Broward Community College,A.A.,1982-01-01,University of Florida,B.S.,1984-01-01,University of Miami School of Law,J.D.,1988-01-01,,,,,,,1962-09-30,1677-09-30,Beth Francine Bloom,44,IL,10,S.D. Fla.,10 - FL-S,FL,,,,,,,10-FL-S-07,,,138 days 00:00:00.000000000,,,51.35492173008344,51.35492173008344
Scola,Robert,Nichols,Jr.,9,30,1955,Worcester,MA,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the Southern District of Florida,Judge,Barack Obama,Democratic,Well Qualified,,2011-05-04,2011-05-04,2011-06-22,Reported (favorably),2011-07-21,Voice,  ,2011-10-19,2011-10-20,,,,Brown University,B.A.,1977-01-01,Boston College Law School,J.D.,1980-01-01,,,,,,,,,,1955-09-30,1677-09-30,"Robert Nichols Scola, Jr.",44,IL,10,S.D. Fla.,10 - FL-S,FL,,,,,,,10-FL-S-08,,,168 days 00:00:00.000000000,,,55.593201776901644,55.593201776901644
Rosenberg,Robin,Lee, ,9,30,1962,West Palm Beach,FL,9,30,1677, , ,Female,White,U.S. District Court,U.S. District Court for the Southern District of Florida,Judge,Barack Obama,Democratic,Qualified,,2014-02-26,2014-02-26,2014-05-20,Reported (favorably),2014-06-19,Roll Call, 100/0,2014-07-22,2014-07-24,,,,Princeton University,B.A.,1983-01-01,Duke University,M.A.,1989-01-01,Duke University School of Law,J.D.,1989-01-01,,,,,,,1962-09-30,1677-09-30,Robin Lee Rosenberg,44,IL,10,S.D. Fla.,10 - FL-S,FL,,,,,,,10-FL-S-10,,,146 days 00:00:00.000000000,,,51.40967987022321,51.40967987022321
Williams,Kathleen,Mary, ,9,30,1956,Derby,CT,9,30,1677, , ,Female,White,U.S. District Court,U.S. District Court for the Southern District of Florida,Judge,Barack Obama,Democratic,Well Qualified,,2011-01-05,2011-01-05,2011-02-02,Reported (favorably),2011-05-12,Voice,  ,2011-08-02,2011-08-04,,,,Duke University,B.A.,1978-01-01,University of Miami School of Law,J.D.,1982-01-01,,,,,,,,,,1956-09-30,1677-09-30,Kathleen Mary Williams,44,IL,10,S.D. Fla.,10 - FL-S,FL,,,,,,,10-FL-S-14,"['Nominated to U.S. District Court for the Southern District of Florida, July 21, 2010']",[],209 days 00:00:00.000000000,,,54.26531687851222,54.26531687851222
Gayles,Darrin,Phillip, ,9,30,1966,Peoria,IL,9,30,1677, , ,Male,AfriAmerican,U.S. District Court,U.S. District Court for the Southern District of Florida,Judge,Barack Obama,Democratic,Qualified,,2014-02-06,2014-02-06,2014-04-01,Reported (favorably),2014-05-08,Roll Call, 98/0,2014-06-17,2014-06-19,,,,Howard University,B.A.,1990-01-01,George Washington University Law School,J.D.,1993-01-01,,,,,,,,,,1966-09-30,1677-09-30,Darrin Phillip Gayles,44,IL,10,S.D. Fla.,10 - FL-S,FL,,,,,,,10-FL-S-19,,,131 days 00:00:00.000000000,,,47.354839592873226,47.354839592873226
Smith,Rodney,,,9,30,1974,Orlando,FL,9,30,1677,,,Male,AfriAmerican,U.S. District Court,U.S. District Court for the Southern District of Florida,Judge,Donald J. Trump,Republican,Qualified,,2019-01-23,2019-01-23,,Reported (favorably),2019-02-07,Roll Call, 78/18,2019-06-12,2019-06-14,,,,Florida A&M University,B.S.,1996-01-01,Detroit College of Law (now Michigan State University College of Law),J.D.,1999-01-01,,,,,,,,,,1974-09-30,1677-09-30,,45,NY,10,S.D. Fla.,10 - FL-S,FL,,,,,,,10-FL-S-09,"['Nominated to U.S. District Court for the Southern District of Florida, May 7, 2018']",[],140 days 00:00:00.000000000,,,44.31576281511598,44.31576281511598
Altman,Roy,Kalman,,9,30,1982,Caracas,Venezuela,9,30,1677,,,Male,Hispanic,U.S. District Court,U.S. District Court for the Southern District of Florida,Judge,Donald J. Trump,Republican,Well Qualified,,2019-01-23,2019-01-23,,Reported (favorably),2019-02-07,Roll Call, 66/33,2019-04-04,2019-04-09,,,,Columbia University,B.A.,2004-01-01,Yale Law School,J.D.,2007-01-01,,,,,,,,,,1982-09-30,1677-09-30,,45,NY,10,S.D. Fla.,10 - FL-S,FL,,,,,,,10-FL-S-13,"['Nominated to U.S. District Court for the Southern District of Florida, May 7, 2018']",[],71 days 00:00:00.000000000,,,36.31559854069557,36.31559854069557
Ruiz,Rodolfo,Armando,II,9,30,1979,Miami,FL,9,30,1677,,,Male,Hispanic,U.S. District Court,U.S. District Court for the Southern District of Florida,Judge,Donald J. Trump,Republican,Well Qualified,,2019-01-23,2019-01-23,,Reported (favorably),2019-02-07,Roll Call, 90/8,2019-05-02,2019-05-03,,,,Duke University,B.S.,2002-01-01,Georgetown University Law Center,J.D.,2005-01-01,,,,,,,,,,1979-09-30,1677-09-30,"Rodolfo Armando Ruiz, II",45,NY,10,S.D. Fla.,10 - FL-S,FL,,,,,,,10-FL-S-21,"['Nominated to U.S. District Court for the Southern District of Florida, May 7, 2018']",[],99 days 00:00:00.000000000,,,39.31634462035497,39.31634462035497
Gonzalez,Jose,Alejandro,Jr.,9,30,1931,Tampa,FL,9,30,1677, , ,Male,Hispanic,U.S. District Court,U.S. District Court for the Southern District of Florida,Judge,Jimmy Carter,Democratic,Well Qualified,,1978-07-06,1978-07-10,1978-07-25,Reported (favorably),1978-07-25,Voice,  ,1978-07-26,1978-07-28,1996-11-30,,,University of Florida,B.A.,1952-01-01,University of Florida College of Law,J.D.,1957-01-01,,,,,,,,,,1931-09-30,1677-09-30,"Jose Alejandro Gonzalez, Jr.",39,GA,10,S.D. Fla.,10 - FL-S,FL,,,,,1996-11-30,8253 days 01:27:23.045008000,10-FL-S-09,,,20 days 00:00:00.000000000,6700 days 00:00:00.000000000,,46.7661895863707,46.7661895863707
Longstaff,Ronald,Earl, ,9,30,1941,Pittsburg,KS,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the Southern District of Iowa,Judge,George H.W. Bush,Republican,Well Qualified,,1991-07-24,1991-07-24,1991-10-02,Reported (favorably),1991-10-31,Voice,  ,1991-10-31,1991-11-05,2006-11-05,,,Kansas State College of Pittsburg (now Pittsburg State University),B.A.,1962-01-01,University of Iowa College of Law,J.D.,1965-01-01,,,,,,,,,,1941-09-30,1677-09-30,Ronald Earl Longstaff,41,TX,8,S.D. Iowa,08 - IA-S,IA,,,,,2006-11-05,4626 days 01:27:23.045008000,08-IA-S-05,,,99 days 00:00:00.000000000,5479 days 00:00:00.000000000,,49.81348008514891,49.81348008514891
Gritzner,James,E., ,9,30,1947,Charles City,IA,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the Southern District of Iowa,Judge,George W. Bush,Republican,Well Qualified,,2001-09-04,2001-09-04,2002-01-24,Reported (favorably),2002-02-07,Voice,  ,2002-02-14,2002-02-19,2015-03-01,,,Dakota Wesleyan University,B.A.,1969-01-01,University of Northern Iowa,M.A.,1974-01-01,Drake University Law School,J.D.,1979-01-01,,,,,,,1947-09-30,1677-09-30,James E. Gritzner,43,TX,8,S.D. Iowa,08 - IA-S,IA,,,,,2015-03-01,1588 days 01:27:23.045008000,08-IA-S-02,"['Nominated to U.S. District Court for the Southern District of Iowa, July 10, 2001']",[],163 days 00:00:00.000000000,4758 days 00:00:00.000000000,,53.931292223659625,53.931292223659625
Jarvey,John,Alfred, ,9,30,1956,Minneapolis,MN,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the Southern District of Iowa,Judge,George W. Bush,Republican,Well Qualified,,2007-01-09,2007-01-09,,Reported (favorably),2007-02-08,Roll Call, 95/0,2007-03-08,2007-03-14,,,,University of Akron,B.S.,1978-01-01,Drake University Law School,J.D.,1981-01-01,,,,,,,,,,1956-09-30,1677-09-30,John Alfred Jarvey,43,TX,8,S.D. Iowa,08 - IA-S,IA,,,,,,,08-IA-S-05,"['Nominated to U.S. District Court for the Southern District of Iowa, June 28, 2006']",[],58 days 00:00:00.000000000,,,50.27618636932996,50.27618636932996
Wolle,Charles,Robert, ,9,30,1935,Sioux City,IA,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the Southern District of Iowa,Judge,Ronald Reagan,Republican,Well Qualified,,1987-07-01,1987-07-01,1987-07-21,Reported (favorably),1987-07-31,Voice,  ,1987-08-05,1987-08-06,2001-10-16,,,Harvard College,A.B.,1959-01-01,University of Iowa College of Law,J.D.,1961-01-01,,,,,,,,,,1935-09-30,1677-09-30,Charles Robert Wolle,40,CA,8,S.D. Iowa,08 - IA-S,IA,,,,,2001-10-16,6472 days 01:27:23.045008000,08-IA-S-02,,,35 days 00:00:00.000000000,5185 days 00:00:00.000000000,,51.75191824609677,51.75191824609677
Pratt,Robert,W., ,9,30,1947,Emmetsburg,IA,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the Southern District of Iowa,Judge,William J. Clinton,Democratic,Qualified,,1997-01-07,1997-01-07,1997-03-18,Reported (favorably),1997-04-17,Voice,  ,1997-05-23,1997-05-27,2012-07-01,,,Iowa Lakes Community College,A.A.,1967-01-01,Loras College,B.A.,1969-01-01,Creighton University School of Law,J.D.,1972-01-01,,,,,,,1947-09-30,1677-09-30,Robert W. Pratt,42,AK,8,S.D. Iowa,08 - IA-S,IA,,,,,2012-07-01,2561 days 01:27:23.045008000,08-IA-S-04,"['Nominated to U.S. District Court for the Southern District of Iowa, August 2, 1996']",[],136 days 00:00:00.000000000,5514 days 00:00:00.000000000,,49.27411240477217,49.27411240477217
Ebinger,Rebecca,Goodgame, ,9,30,1975,Clearwater,FL,9,30,1677, , ,Female,White,U.S. District Court,U.S. District Court for the Southern District of Iowa,Judge,Barack Obama,Democratic,Qualified,,2015-09-15,2015-09-15,2015-10-21,Reported (favorably),2015-11-05,Roll Call, 83/0,2016-02-08,2016-02-16,,,,Georgetown University School of Foreign Service,B.S.F.S.,1997-01-01,Yale Law School,J.D.,2004-01-01,,,,,,,,,,1975-09-30,1677-09-30,Rebecca Goodgame Ebinger,44,IL,8,S.D. Iowa,08 - IA-S,IA,,,,,,,08-IA-S-02,,,146 days 00:00:00.000000000,,,39.95975276699727,39.95975276699727
Rose,Stephanie,Marie, ,9,30,1972,Topeka,KS,9,30,1677, , ,Female,White,U.S. District Court,U.S. District Court for the Southern District of Iowa,Judge,Barack Obama,Democratic,Well Qualified,,2012-02-02,2012-02-02,2012-03-14,Reported (favorably),2012-04-19,Roll Call, 89/1,2012-09-10,2012-09-17,,,,University of Iowa,B.A.,1994-01-01,University of Iowa College of Law,J.D.,1996-01-01,,,,,,,,,,1972-09-30,1677-09-30,Stephanie Marie Rose,44,IL,8,S.D. Iowa,08 - IA-S,IA,,,,,,,08-IA-S-04,,,221 days 00:00:00.000000000,,,39.340985783417864,39.340985783417864
Trimble,James,Travis,Jr.,9,30,1932,Bunkie,LA,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the Western District of Louisiana,Judge,George H.W. Bush,Republican,Well Qualified,,1991-06-27,1991-06-27,1991-07-24,Reported (favorably),1991-09-12,Voice,  ,1991-09-12,1991-09-16,2002-09-13,,,Louisiana State University,B.A.,1955-01-01,Louisiana State University Law School,LL.B.,1956-01-01,,,,,,,,,,1932-09-30,1677-09-30,"James Travis Trimble, Jr.",41,TX,5,W.D. La.,05 - LA-W,LA,,,,,2002-09-13,6140 days 01:27:23.045008000,05-LA-W-04,,,77 days 00:00:00.000000000,4015 days 00:00:00.000000000,,58.73905692793144,58.73905692793144
Doherty,Rebecca,F., ,9,30,1952,Fort Worth,TX,9,30,1677, , ,Female,White,U.S. District Court,U.S. District Court for the Western District of Louisiana,Judge,George H.W. Bush,Republican,Qualified,,1991-06-27,1991-06-27,1991-09-26,Reported (favorably),1991-10-31,Voice,  ,1991-10-31,1991-11-05,2017-06-05,,,Northwestern State University of Louisiana,B.A.,1973-01-01,Northwestern State University of Louisiana,M.A.,1975-01-01,"Louisiana State University, Paul M. Hebert Law Center",J.D.,1981-01-01,,,,,,,1952-09-30,1677-09-30,Rebecca F. Doherty,41,TX,5,W.D. La.,05 - LA-W,LA,,,,,2017-06-05,761 days 01:27:23.045008000,05-LA-W-09,,,126 days 00:00:00.000000000,9344 days 00:00:00.000000000,,38.738646241880396,38.738646241880396
Drell,Dee,D., ,9,30,1947,New Orleans,LA,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the Western District of Louisiana,Judge,George W. Bush,Republican,Well Qualified,,2003-01-15,2003-01-15,2003-03-27,Reported (favorably),2003-04-03,Roll Call, 99/0,2003-04-09,2003-04-10,2017-11-30,,,Tulane University,B.A.,1968-01-01,Tulane University Law School,J.D.,1971-01-01,,,,,,,,,,1947-09-30,1677-09-30,Dee D. Drell,43,TX,5,W.D. La.,05 - LA-W,LA,,,,,2017-11-30,583 days 01:27:23.045008000,05-LA-W-06,,,84 days 00:00:00.000000000,5348 days 00:00:00.000000000,,55.2947699131399,55.2947699131399
Hicks,S.,Maurice,Jr.,9,30,1952,New Orleans,LA,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the Western District of Louisiana,Judge,George W. Bush,Republican,Qualified,,2003-01-07,2003-01-07,2003-05-08,Reported (favorably),2003-05-08,Roll Call, 86/0,2003-05-19,2003-05-21,,,,Texas Christian University,B.A.,1974-01-01,Louisiana State University Law School,J.D.,1977-01-01,,,,,,,,,,1952-09-30,1677-09-30,"S. Maurice Hicks, Jr.",43,TX,5,W.D. La.,05 - LA-W,LA,,,,,,,05-LA-W-08,"['Nominated to U.S. District Court for the Western District of Louisiana, September 12, 2002']",[],132 days 00:00:00.000000000,,,50.270710555315986,50.270710555315986
Walter,Donald,Ellsworth, ,9,30,1936,Jennings,LA,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the Western District of Louisiana,Judge,Ronald Reagan,Republican,Qualified,,1985-05-15,1985-05-15,1985-06-19,Reported (favorably),1985-06-20,Voice,  ,1985-07-10,1985-07-11,2001-11-30,,,Louisiana State University,B.A.,1961-01-01,Louisiana State University Law School,J.D.,1964-01-01,,,,,,,,,,1936-09-30,1677-09-30,Donald Ellsworth Walter,40,CA,5,W.D. La.,05 - LA-W,LA,,,,,2001-11-30,6427 days 01:27:23.045008000,05-LA-W-08,"['Nominated to U.S. District Court for the Western District of Louisiana, August 5, 1976; no Senate vote; Nominated to U.S. District Court for the Western District of Louisiana, October 5, 1984']",[],56 days 00:00:00.000000000,5986 days 00:00:00.000000000,,48.62249053710891,48.62249053710891
Melancon,Tucker,L., ,9,30,1946,Bryan,TX,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the Western District of Louisiana,Judge,William J. Clinton,Democratic,Qualified,,1993-11-18,1993-11-18,1994-01-27,Reported (favorably),1994-02-09,Voice,  ,1994-02-10,1994-02-11,2009-02-14,,,Louisiana State University,B.S.,1968-01-01,Tulane University Law School,J.D.,1973-01-01,,,,,,,,,,1946-09-30,1677-09-30,Tucker L. Melancon,42,AK,5,W.D. La.,05 - LA-W,LA,,,,,2009-02-14,3794 days 01:27:23.045008000,05-LA-W-03,,,84 days 00:00:00.000000000,5482 days 00:00:00.000000000,,47.13580703231415,47.13580703231415
James,Robert,Gillespie, ,9,30,1946,Ruston,LA,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the Western District of Louisiana,Judge,William J. Clinton,Democratic,Qualified,,1998-01-27,1998-01-27,1998-06-18,Reported (favorably),1998-06-25,Voice,  ,1998-07-31,1998-08-03,2016-05-31,,,Louisiana Tech University,B.A.,1968-01-01,Louisiana State University Law School,J.D.,1971-01-01,,,,,,,,,,1946-09-30,1677-09-30,Robert Gillespie James,42,AK,5,W.D. La.,05 - LA-W,LA,,,,,2016-05-31,1131 days 01:27:23.045008000,05-LA-W-07,,,185 days 00:00:00.000000000,6511 days 00:00:00.000000000,,51.327542660013556,51.327542660013556
Foote,Elizabeth,Erny, ,9,30,1953,Lafayette,LA,9,30,1677, , ,Female,White,U.S. District Court,U.S. District Court for the Western District of Louisiana,Judge,Barack Obama,Democratic,Qualified,,2010-02-04,2010-02-04,2010-02-24,Reported (favorably),2010-03-18,Voice,  ,2010-06-15,2010-06-15,,,,Louisiana State University,B.A.,1974-01-01,Duke University,M.A.,1975-01-01,Louisiana State University Law School,J.D.,1978-01-01,,,,,,,1953-09-30,1677-09-30,Elizabeth Erny Foote,44,IL,5,W.D. La.,05 - LA-W,LA,,,,,,,05-LA-W-03,,,131 days 00:00:00.000000000,,,56.348864110830476,56.348864110830476
Cain,James,David,Jr.,9,30,1964,DeRidder,LA,9,30,1677,,,Male,White,U.S. District Court,U.S. District Court for the Western District of Louisiana,Judge,Donald J. Trump,Republican,Well Qualified,,2019-01-23,2019-01-23,,Reported (favorably),2019-02-07,Roll Call, 77/21,2019-06-19,2019-06-25,,,,McNeese State University,B.S.,1990-01-01,Southern University Law Center,J.D.,1993-01-01,,,,,,,,,,1964-09-30,1677-09-30,"James David Cain, Jr.",45,NY,5,W.D. La.,05 - LA-W,LA,,,,,,,05-LA-W-04,"['Nominated to U.S. District Court for the Western District of Louisiana, August 28, 2018']",[],147 days 00:00:00.000000000,,,54.314599204638014,54.314599204638014
Juneau,Michael,Joseph,,9,30,1962,Monroe,LA,9,30,1677,,,Male,White,U.S. District Court,U.S. District Court for the Western District of Louisiana,Judge,Donald J. Trump,Republican,Qualified,,2018-01-08,2018-01-08,,Reported (favorably),2018-01-18,Roll Call, 54/41,2018-10-11,2018-10-17,,,,Louisiana State University,B.S.,1984-01-01,Harvard Law School,J.D.,1987-01-01,,,,,,,,,,1962-09-30,1677-09-30,,45,NY,5,W.D. La.,05 - LA-W,LA,,,,,,,05-LA-W-05,"['Nominated to U.S. District Court for the Western District of Louisiana, August 3, 2017']",[],276 days 00:00:00.000000000,,,55.27560456409098,55.27560456409098
Doughty,Terry,Alvin,,9,30,1959,Rayville,LA,9,30,1677,,,Male,White,U.S. District Court,U.S. District Court for the Western District of Louisiana,Judge,Donald J. Trump,Republican,Well Qualified,,2017-08-03,2017-03-03,2017-11-01,Reported (favorably),2017-12-07,Roll Call, 98/0,2018-03-06,2018-03-07,,,,Louisiana Tech University,B.S.,1981-01-01,"Louisiana State University, Paul M. Hebert Law Center",J.D.,1984-01-01,,,,,,,,,,1959-09-30,1677-09-30,,45,NY,5,W.D. La.,05 - LA-W,LA,,,,,,,05-LA-W-07,,,215 days 00:00:00.000000000,,,57.8437613366462,57.8437613366462
Summerhays,Robert,Rees,,9,30,1965,Fort Worth,TX,9,30,1677,,,Male,White,U.S. District Court,U.S. District Court for the Western District of Louisiana,Judge,Donald J. Trump,Republican,Well Qualified,,2018-01-24,2018-01-24,2018-04-11,Reported (favorably),2018-05-10,Voice,,2018-09-06,2018-09-19,,,,University of Texas,B.A.,1989-01-01,University of Texas School of Law,J.D.,1994-01-01,,,,,,,,,,1965-09-30,1677-09-30,,45,NY,5,W.D. La.,05 - LA-W,LA,,,,,,,05-LA-W-09,,,225 days 00:00:00.000000000,,,52.31866499654339,52.31866499654339
Mullen,Graham,Calder, ,9,30,1940,Charlotte,NC,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the Western District of North Carolina,Judge,George H.W. Bush,Republican,Well Qualified,,1990-02-20,1990-02-20,1990-06-27,Reported (favorably),1990-07-26,Voice,  ,1990-09-10,1990-09-11,2005-12-01,,,Duke University,B.A.,1962-01-01,Duke University School of Law,J.D.,1969-01-01,,,,,,,,,,1940-09-30,1677-09-30,Graham Calder Mullen,41,TX,4,W.D.N.C.,04 - NC-W,NC,,,,,2005-12-01,4965 days 01:27:23.045008000,04-NC-W-02,,,202 days 00:00:00.000000000,5560 days 00:00:00.000000000,,49.391842406072676,49.391842406072676
Reidinger,Martin,Karl, ,9,30,1958,New Haven,CT,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the Western District of North Carolina,Judge,George W. Bush,Republican,Well Qualified,,2007-01-09,2007-01-09,2007-06-20,Reported (favorably),2007-07-19,Voice,  ,2007-09-10,2007-09-12,,,,University of North Carolina,B.A.,1981-01-01,University of North Carolina School of Law,J.D.,1984-01-01,,,,,,,,,,1958-09-30,1677-09-30,Martin Karl Reidinger,43,TX,4,W.D.N.C.,04 - NC-W,NC,,,,,,,04-NC-W-02,"['Nominated to U.S. District Court for the Western District of North Carolina, September 29, 2006']",[],244 days 00:00:00.000000000,,,48.27751425422836,48.27751425422836
Whitney,Frank,DeArmon, ,9,30,1959,Charlotte,NC,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the Western District of North Carolina,Judge,George W. Bush,Republican,Qualified,,2006-02-14,2006-02-14,2006-05-24,Reported (favorably),2006-06-15,Voice,  ,2006-06-22,2006-07-05,,,,Wake Forest University,B.A.,1982-01-01,University of North Carolina,M.B.A.,1987-01-01,University of North Carolina School of Law,J.D.,1987-01-01,,,,,,,1959-09-30,1677-09-30,Frank DeArmon Whitney,43,TX,4,W.D.N.C.,04 - NC-W,NC,,,,,,,04-NC-W-05,,,128 days 00:00:00.000000000,,,46.377406791378334,46.377406791378334
Conrad,Robert,James,Jr.,9,30,1958,Chicago,IL,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the Western District of North Carolina,Judge,George W. Bush,Republican,Qualified,,2005-02-14,2005-02-14,2005-03-03,Reported (favorably),2005-04-14,Voice,  ,2005-04-28,2005-06-02,,,,Clemson University,B.A.,1980-01-01,University of Virginia School of Law,J.D.,1983-01-01,,,,,,,,,,1958-09-30,1677-09-30,"Robert James Conrad, Jr.",43,TX,4,W.D.N.C.,04 - NC-W,NC,,,,,,,04-NC-W-06,"['Nominated to U.S. District Court for the Western District of North Carolina, April 28, 2003; no Senate vote; Nominated to U.S. Court of Appeals for the Fourth Circuit, July 17, 2007']",[],73 days 00:00:00.000000000,,,46.377406791378334,46.377406791378334
Voorhees,Richard,Lesley, ,9,30,1941,Syracuse,NY,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the Western District of North Carolina,Judge,Ronald Reagan,Republican,Qualified,,1987-07-31,1987-07-31,1988-06-22,Reported (favorably),1988-07-25,Voice,  ,1988-10-14,1988-10-17,2017-08-31,,,Davidson College,B.A.,1963-01-01,University of North Carolina School of Law,J.D.,1968-01-01,,,,,,,,,,1941-09-30,1677-09-30,Richard Lesley Voorhees,40,CA,4,W.D.N.C.,04 - NC-W,NC,,,,,2017-08-31,674 days 01:27:23.045008000,04-NC-W-03,,,441 days 00:00:00.000000000,10545 days 00:00:00.000000000,,45.832563296987615,45.832563296987615
Cogburn,Max,Oliver,Jr.,9,30,1951,Cambridge,MA,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the Western District of North Carolina,Judge,Barack Obama,Democratic,Well Qualified,,2011-01-05,2011-01-05,,Reported (favorably),2011-02-03,Roll Call, 96/0,2011-03-10,2011-03-11,,,,University of North Carolina,B.A.,1973-01-01,"Samford University, Cumberland School of Law",J.D.,1976-01-01,,,,,,,,,,1951-09-30,1677-09-30,"Max Oliver Cogburn, Jr.",44,IL,4,W.D.N.C.,04 - NC-W,NC,,,,,,,04-NC-W-04,"['Nominated to U.S. District Court for the Western District of North Carolina, May 27, 2010']",[],64 days 00:00:00.000000000,,,59.267472980280225,59.267472980280225
Bell,Kenneth,Davis,Sr.,9,30,1958,Bedford,OH,9,30,1677,,,Male,White,U.S. District Court,U.S. District Court for the Western District of North Carolina,Judge,Donald J. Trump,Republican,Well Qualified,,2019-01-23,2019-01-23,,Reported (favorably),2019-02-07,Roll Call, 55/43,2019-05-22,2019-06-12,,,,Wake Forest University,B.A.,1980-01-01,Wake Forest University School of Law,J.D.,1983-01-01,,,,,,,,,,1958-09-30,1677-09-30,"Kenneth Davis Bell, Sr.",45,NY,4,W.D.N.C.,04 - NC-W,NC,,,,,,,04-NC-W-03,"['Nominated to U.S. District Court for the Western District of North Carolina, April 12, 2018']",[],119 days 00:00:00.000000000,,,60.31609136395682,60.31609136395682
McGovern,Walter,Thomas, ,9,30,1922,Seattle,WA,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the Western District of Washington,Judge,Richard M. Nixon,Republican,Well Qualified,,1971-03-29,1971-03-29,1971-04-21,Reported (favorably),1971-04-21,Voice,  ,1971-04-21,1971-04-23,1987-09-30,,,University of Washington,B.A.,1949-01-01,University of Washington School of Law,LL.B.,1950-01-01,,,,,,,,,,1922-09-30,1677-09-30,Walter Thomas McGovern,37,CA,9,W.D. Wash.,09 - WA-W,WA,,,,,1987-09-30,11602 days 01:27:23.045008000,09-WA-W-03,,,23 days 00:00:00.000000000,6004 days 00:00:00.000000000,,48.49380890778045,48.49380890778045
Jones,Richard,A., ,9,30,1950,Seattle,WA,9,30,1677, , ,Male,AfriAmerican,U.S. District Court,U.S. District Court for the Western District of Washington,Judge,George W. Bush,Republican,Well Qualified,,2007-03-19,2007-03-19,2007-07-19,Reported (favorably),2007-09-06,Voice,  ,2007-10-04,2007-10-29,,,,Seattle University,B.P.A.,1972-01-01,University of Washington School of Law,J.D.,1975-01-01,,,,,,,,,,1950-09-30,1677-09-30,Richard A. Jones,43,TX,9,W.D. Wash.,09 - WA-W,WA,,,,,,,09-WA-W-02,,,199 days 00:00:00.000000000,,,56.466594112130984,56.466594112130984
Robart,James,L., ,9,30,1947,Seattle,WA,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the Western District of Washington,Judge,George W. Bush,Republican,Well Qualified,,2003-12-09,2003-12-09,2004-02-11,Reported (favorably),2004-03-11,Roll Call, 99/0,2004-06-17,2004-06-21,2016-06-28,,,Whitman College,B.A.,1969-01-01,Georgetown University Law Center,J.D.,1973-01-01,,,,,,,,,,1947-09-30,1677-09-30,James L. Robart,43,TX,9,W.D. Wash.,09 - WA-W,WA,09 - WA-W,Senior,485.0,0.0,2016-06-28,1103 days 01:27:23.045008000,09-WA-W-03,,,191 days 00:00:00.000000000,4390 days 00:00:00.000000000,,56.19280341143213,56.19280341143213
